adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/cDxpcaOMcSs22DCACVeW8Q1JkcG.jpg,"[16, 10751]",1135710,sv,"Vem är du, Mamma Mu?","Mamma Moo produces a musical and realizes that it is a part of her identity. However, her brother, Teddy Bear disappears due to her fault. Crow asks: “why couldn’t you be a normal cow?” Mamma moo refuses to be ordinary, but at the same time, she has to take responsibility for her choice. Mamma Moo comes to visit her brother with Crow. It is also a way to confirm another identity of hers. Along with her breezy move.",1.884,/sZb8KzZl2lUZMEwDKGTFQo33o8O.jpg,2023-08-25,"Who Are You, Mama Moo?",False,6.0,3
False,,"[16, 10402, 14, 10751]",1383591,en,Frozen 2024,Frozen 2024,1.882,,2024-11-22,Frozen 2024,False,0.0,0
False,/2ohhbn7iTUKvFkjJtBx3XU3VlwM.jpg,"[10402, 18]",1370909,en,Sunset Blvd.,"Filmed segments from Jamie Lloyd’s reimagining of Sunset Boulevard, featuring the 2024 Broadway cast.",1.882,/66vqAWed1WK3pvbxes5dyNKL716.jpg,2024-10-20,Sunset Blvd.,False,0.0,0
False,/7QmrB4Mog5eXyUHm5iyTPZISskD.jpg,"[27, 14, 35, 36, 12]",1358255,en,Bloodspawn,A frontier-era gang of misfits band together to battle an ancient and evil bloodthirsty hellbeast of Native folklore in this retro homage to classic 80's creature features.,1.882,/e2HpXbYRUa4kA7GPUaUlhA9kWDV.jpg,2024-10-30,Bloodspawn,False,0.0,0
False,/1DVBMxUJcHkHWfCVYgyFMNdUsFP.jpg,"[27, 18]",1339232,en,Bluewater,A father and mother go mad after the loss of their daughter.,1.882,/dANSXmTfTpgGMn1BSjnM750Bs09.jpg,2024-10-18,Bluewater,False,0.0,0
False,/3tLGtrjInhJujTX2AZEpY17IvvV.jpg,[],1165013,uk,Малевич,"What stands behind the Black Square, painted in 1915 by the obsessive artist Kazymyr Malevych? For his competitors, a fraud, for the Soviet regime, a secret code, for one woman, a love letter, for the people of Ukraine – a prophecy…",1.882,/49ZtTKt3tucItnc2xdkq1qVD99g.jpg,2024-11-01,Malevych,False,0.0,0
False,/nkPhGVmxFflz0xP8xke18rgXxv2.jpg,"[27, 53]",1019858,en,The Bunny Man,"A former sheriff's deputy hunts down a hatchet wielding serial killer in a bunny suit, known as The Bunny Man.",1.882,/dfkAVKqKSKQd9l9lM4VDqVQKkrI.jpg,2024-10-25,The Bunny Man,False,0.0,0
False,/7bnH6rJTJOQBNnGqwB5TzYelcbV.jpg,"[35, 9648]",1376487,fr,Opération Catastrophe,"Patricia makes a movie about two mysterious agents on duty to find a lost pigeon with strange methods, a project which worries her movie editor.",1.881,/fd0OV6seIXJkghgj8gEvSTd9Fym.jpg,2024-11-06,Opération Catastrophe,False,0.0,0
False,,[27],1310924,mt,Son of God,"A Maltese priest, harbouring a secret, steals a valuable painting of Jesus from his church, in the hope of selling it and starting a new life abroad.",1.881,/9pPpPxqmv3JbxofKpb9Hquk8VHa.jpg,2024-10-31,Son of God,False,0.0,0
False,,"[18, 10749]",1259435,cn,久別重逢,"So Sing Wah, a former lead singer of the band, fell into the trough of marriage and career in middle age. He met his ex-girlfriend Ha Man Huen in the hospital. Recalling the love in the midsummer, she now has natural grace and elegance. But it is a pity that she left without leaving any contact. Unexpectedly, there is a bad new from her after half a year; it would be her smiling face in the photo in the mourning hall when meeting her again. So thought that everything now has become the past, but a week later, an uninvited guest came to him. Sonia, a fifteen-year-old girl claimed to be daughter of Ha Man Huen and have a presumptuous request. Ha Man Huen entrusted the lawyer before her death, hoping that So and Sonia would scatter the ashes under the Bodhidharma sun to make up for the regret of breaking up that year. The two lonely people with thirty years apart, hugged the ashes and finally decided to go to Japan together.",1.88,/AaDykReNLZyIr0tcBhtDZOSeLtf.jpg,2024-12-20,Last Song for You,False,0.0,0
False,,[99],1381296,en,A Poll to Call Our Own: The Bard Voting Story,"Chronicles the quarter-century fight at Bard over student voting rights, a period during which Bard students and administrators, with the support of groups like the Andrew Goodman Foundation and the New York Civil Liberties Union, won four lawsuits—three state and one federal—to protect students’ right to vote locally and to secure a polling place on the Bard campus. Bard’s experience helped inspire New York State to pass a law in 2022 mandating polling places at or near college campuses that have 300 or more registered on-campus voters.",1.879,,2024-11-04,A Poll to Call Our Own: The Bard Voting Story,False,0.0,0
False,,[99],1374916,uk,Ride the Line,"In the darkest times, while being in the worst shape of their life, two desperate friends decided to cycle 1,500 km along the entire front line in Ukraine, through liberated villages and towns, with the aim of raising funds for Ukrainian aid projects. De-occupied, but still mined territories, prepared many surprises for the two daredevils on the line of war, obscurity and longing for victory.",1.879,,2024-10-31,Ride the Line,False,0.0,0
False,,[],1377934,es,Caffé de 2 & 3,"After Lia introduces Abel to her relationship with Adrian, he must make a decision about the threesome in a cafe.",1.878,/mPVEoSel8J7ml4qfyWalqXWD10J.jpg,2024-11-06,Caffé de 2 & 3,False,0.0,0
False,,"[35, 10749]",1374907,es,Como si fuéramos solo amigos,,1.878,/nKK7pzcA4upahPZtaudGk3m28mG.jpg,2024-12-05,Como si fuéramos solo amigos,False,0.0,0
False,/bWmh4nsIuz1ONx3pVoyRYdaOSNt.jpg,[18],1374384,en,Heaven and Nature,"Set in the late 1950s, childhood sweethearts are confronted with the realities of their relationship as adults and are forced to acknowledge that situations are not always what they appear to be. They must ask themselves what they are willing to sacrifice to live the American Dream.  Inspired by the melodramas of Douglas Sirk, Heaven And Nature includes LGBTQ characters, themes of class and privilege, and a glaring look at the gaps in our collective memory when we view history through a nostalgic lens.",1.878,/rbUN6DLbjhtPzyT4nlH4RG1DPFj.jpg,2024-10-19,Heaven and Nature,False,0.0,0
False,/vOklinuvwPgRbqThDq0dsN5Fx4d.jpg,"[28, 35, 878]",1325336,en,Clone Cops,"In an alternate future, Nefaricorp dominates human existence through great deals and free delivery. Their development of cloning technology replaced many workers with replicants, including the police. These ""Clone Cops"" are marketed through a popular streaming show featuring ultraviolent justice meted out against an unwitting criminal gang. Kinder, a mega-fan of the show and avid hologamer, has won the ""Be A Baddie"" contest and is placed undercover with the criminals. However when he develops feelings for Cipher, the gang's computer hacker, Kinder decides to help them escape certain death using his obsessive knowledge of the show.",1.878,/7rMfOWzQa6fMQtK1A1JUUBNkQC.jpg,2024-09-20,Clone Cops,False,0.0,0
False,/5Yaqkk3f0Ub5ovvvE3gxrLQPGKa.jpg,"[35, 10770]",1223756,de,Entführen für Anfänger,"The accountant Adam can hardly believe it: Shortly before his 40th anniversary at the Moser family beauty business, his boss Rob sends him off to retirement early. The job will soon be taken over by AI! To get back at the beauty guru, Adam kidnaps his wife and famous brand face Evelyn. Unfortunately, it doesn't occur to Rob to pay a ransom for her. On the contrary: the vain star surgeon wants to rejuvenate his relationship with 29-year-old beauty model Lene anyway and is even grateful to the kidnapper! When Evelyn makes it clear to Adam that without her help he will neither get the money he craves nor get out of the affair in one piece, the two of them join forces. They come up with a brazen plan to empty Rob's offshore accounts.",1.878,,2024-09-28,Entführen für Anfänger,False,0.0,0
False,,[],1378311,es,¿Desayunamos?,"Two friends meet after many years and decide to have a coffee. Over a cup of coffee, feelings and well-kept secrets that had to be confessed come to the surface: are they happy now, and do they regret any decisions made in the past?",1.877,/vOrtAjxCqLffdLJRdnJrUNE6qzW.jpg,2024-11-06,¿Desayunamos?,False,0.0,0
False,/eB6vqb8V5aeTVAQsyravt8yH9tC.jpg,"[27, 53]",1236416,en,Wolves Against the World,Two former neo-Nazi bandmates reunite at the site of their friend's suicide for an occult battle of wills.,1.877,/bQEPVGPFdMleWwTnqsEKLSg20ft.jpg,2024-09-03,Wolves Against the World,False,0.0,0
False,,[99],1372428,de,Heroine - Necessary Objects,"A portrait based on objects. The filmmaker goes in search of traces of her deceased sister. In the process, fragmented memories meet material things. A journey into a world in which absent people are also allowed to be present.",1.876,,2024-11-06,Heroine - Necessary Objects,False,0.0,0
False,,[16],1368496,en,Flocky, ,1.876,,2024-10-09,Flocky,False,0.0,0
False,/g1CS5e8UlAWo3ShR8a5OLaOMadv.jpg,"[35, 27]",1378622,th,ผีจิก,"Dome, a party-loving guy, has a clingy and jealous wife, Bungaon. After a heated argument, Dome drunkenly dares her to possess him. Moments later, Bungaon dies in an accident and her spirit returns to take over Dome's body, leading to a hilarious yet spooky adventure as he and his friends try to handle her ghostly presence.",1.875,/fdA4dYjjbLJgixAaZjxVEY75Zbv.jpg,2024-10-31,Oh...My Wife,False,0.0,0
False,,"[12, 18]",1330290,es,Monstruo de Xibalba,"Rogelio (8) wants to unravel the mystery of death. When his parents send him off to Yucatán, he meets the Xibalba Monster, an old hermit who is sick but has made a deal with the Lords of the Underworld to remain amongst the living.",1.875,/aaQKIii4bgBqLTO50STvLCwci1.jpg,2024-09-26,Xibalba Monster,False,0.0,0
False,/dyZFMvkfiDouy240amTquOBBF59.jpg,"[878, 53, 9648, 14]",1155866,es,Fragmentos de Olvido,"David, a successful therapist, is the creator of a never-before-used method in modern psychology: a device that allows him to alter the most painful memories of his patients. His wife, Lucia, is the victim of a strange disease that will shortly end her life. The solution for David's plight appears in the shape of Sofia, a patient of David's who asks him to use his machine to rewrite her entire life.",1.875,/yUtjFdoz0Hqddra8P5Syox5denq.jpg,2024-09-28,Fragments of Oblivion,False,0.0,0
False,,[],1362954,en,My Wonderful World,"A leader of a small planet goes insane and corrupts the planet to its collapse, but heroes emerge and do what they can to stop their wonderful land from being taken from them.",1.874,/8gOPixdbqfUrF9uEVZrleuivZDI.jpg,2024-12-25,My Wonderful World,False,0.0,0
False,,"[10749, 18]",1376247,fr,Plus qu'il ne faudrait,,1.873,/fJN6QohSo1Br8APJKWWPAn8jWJ.jpg,2024-11-04,Plus qu'il ne faudrait,False,0.0,0
False,/ddvJFzGZe3GrR1I9DPd4V5jhV89.jpg,[10402],1367820,zh,梁文音為什麼聽情歌演唱會,,1.873,/s8OQrYdxdwLftEt5TLEfh1qbpU5.jpg,2024-10-12,梁文音為什麼聽情歌演唱會,False,0.0,0
False,/hftxZmDPwgNLuwd4wX87D1LnJDc.jpg,[27],1375462,en,Speak No Evil,A mute artist faces horrific consequences after a botched attempt to create their own voice.,1.872,/c3Ec258TtOczpCbMqFhKbv4ws3x.jpg,2024-10-30,Speak No Evil,False,0.0,0
False,,"[18, 10749, 35]",1354039,vi,Cô Dâu Hào Môn,"""The Trophy Wife"" is a comedy-drama about Tú Lạc (Uyển Ân), a pretentious young woman who fakes wealth and sophistication to win the heart of rich heir Bảo Hoàng. However, to marry him, she must face his mother, bà Phượng (Thu Trang), who values status and detests everything Tú Lạc represents. Determined to secure her dream life, Tú Lạc ropes her family into a grand scheme to deceive their way into the elite world.",1.872,/jyre4BzgNeI3Ne3ZoDMFmQir194.jpg,2024-10-18,The Trophy Bride,False,7.0,1
False,/dde65IGFtwPmraP1FXThs3d2rPO.jpg,"[35, 27, 10749]",1309476,en,Bloody Mary,"After stuttering while ordering his favorite drink, Trevor fights for his life when his date accidentally transforms into the infamous demon Bloody Mary.",1.872,/5UuCSEyeVCDQz6s8ybYzwEq93dB.jpg,2024-10-19,Bloody Mary,False,0.0,0
False,,[],1378241,fr,Cannot Talk,"In the hauntingly beautiful music video ""Cannot Talk,"" we enter the private world of two boyfriends navigating an unspoken distance that looms between them. Set against a backdrop of dimly lit interiors and a melancholic melody, the visual narrative unfolds within the confines of a shared space that echoes with the weight of unsaid words.",1.871,/3AD6O9HN5xN86d5srzatmB6Z1Ud.jpg,2024-11-06,Cannot Talk,False,0.0,0
False,,[],1374776,he,"גילה גולדשטיין, נותנת לחתולים","Gila Goldstein (1947-2017) was an actress, artist, and singer. She was one of the first Israeli transgender activists and also fed stray cats. “Gila Goldstein, Cat Lady” was shot in 1997 during research on the Tel Aviv cat-feeding community. Gila agreed to participate in the film as long as the focus stayed on the cats. But then her friend Ronit Maimon showed up, and the conversation went in a much more colorful direction. The film gives us a glimpse of the Israeli trans community and the lives of these two brave and unique women.",1.871,/3p6tFLmqbFyXq6Gg2lLUvpXnu5V.jpg,2024-11-06,"Gila Goldstein, Cat Lady",False,0.0,0
False,/rr9WSdVPmoG76Q8kByzYPmLZLFX.jpg,"[53, 9648, 27]",1310671,en,Wolf Awakened,"A fan tribute to the underrated classic ‘Wolf’ (1994)  Set 30 years later, After the murder of a retired police officer, aging detective Mike Harrison is assigned to the case. As he delves deeper into the investigation, he discovers that the murders may be tied to a string of similar killings that occurred exactly 30 years ago. Mike must navigate through the twists and turns of the case to bring the killer to justice and confront the animal within.",1.87,/xzXfN3IBHYTu93DeOOQ54KGlrPy.jpg,2024-10-25,Wolf Awakened,False,0.0,0
False,,[16],1384668,fr,Mon beau Sapin,,1.869,/ituqkp5nezW2mCuLVOFrH3k2jwK.jpg,2024-12-18,Mon beau Sapin,False,0.0,0
False,/leypENanc3I0laDJwrORyrzHDpA.jpg,"[27, 18]",1384598,id,Misteri Bilik Korek Api,"After discovering a chamber filled with toys and stacks of matchboxes in the orphanage they recently moved into, Dina and the other orphans continue to experience supernatural disturbances in the house. In addition, the arrival of Luna, a new orphan who is no less mysterious than the orphanage they just moved into.",1.868,,2024-12-06,Misteri Bilik Korek Api,False,0.0,0
False,,[],1375454,uk,Не/Доброзичливець,A robbery in a dark lane; what could go wrong? A movie about a thief and his victim with a unique plot twist that makes them switch places and actually sympathize with each other.,1.868,,2024-11-01,Fr/enemy,False,0.0,0
False,/bc0nlU9U6q1H67MopwVw5vsPkTc.jpg,[18],1338721,pa,ਅਰਦਾਸ ਸਰਬੱਤ ਦੇ ਭਲੇ ਦੀ,A group of villagers embark on a pilgrimage to Hazur Sahib.,1.866,/lTsUaslhxDwg3rBhvGIKQY5T3Fm.jpg,2024-09-13,Ardaas Sarbat De Bhalle Di,False,0.0,0
False,/q9Wlhi8JEKXlK9bOyL6PxlWEhMB.jpg,[27],1381036,pt,Reflexos,,1.865,/fZ6kKv7j1z7fUIsHgeq8o2DA69N.jpg,2024-10-31,Reflexos,False,8.0,2
False,,[27],1380930,ja,封印映像 Vol.74 削除された動画,"The 74rd installment in the “Sealed Videos” series, investigating the truly dreadful in horror videos.",1.865,/psWqyxbuN0e4UBgqinHE2AoLtFs.jpg,2024-12-04,Sealed Video 74: The Deleted Video,False,0.0,0
False,/7efj5lwVxgHnlUZhNGH0cWPXwo4.jpg,"[53, 27]",1372273,ja,落ちて割れた星たち,Yo - a hard working salary girl loses her mouth.,1.865,/LybQJBQ4HhlOp4rwqvkKDwMKTb.jpg,2024-10-19,Rusty Threesome,False,0.0,0
False,/85HFofr5nrnOj4YEMuaeKsMAIB1.jpg,[99],1307446,pl,"Biegnij Monia, biegnij","Monica runs and trains alone every day. She was born with Fetal Alcohol Syndrome. In her early teens she started running and participating in sport competitions. It become her life purpose. When Monica loses at World Championships, she returns to her hometown and waits for some change in life.",1.865,,2024-10-16,"Run Monnie, Run",False,0.0,0
False,,"[27, 10749, 35]",1372908,en,9 Ways to Cheat in Chess,"one, two. three, four. five. six. seven. eight. nine.",1.864,/8trLasd8M6RK7P9Q3NPoNSd94jv.jpg,2024-10-18,9 Ways to Cheat in Chess,False,0.0,0
False,/4vyuayVVu8ulqV2vW9z39pzGDZF.jpg,"[99, 35]",1175235,fr,Riverboom,"In the year following the 9/11 terrorist attacks, young journalist Claude Baechtold finds himself in the war zone of Afghanistan. Not entirely voluntarily, the avowed anti-militarist is dragged by two fearless reporters on a round trip through the entire country.",1.864,/wlNA3Ev29AgvsmUQA8poS5qMZ7k.jpg,2024-09-25,Riverboom,False,8.4,10
False,/3MZ0hWTxaRp8gi5txhPqz250E0v.jpg,[18],1381275,he,MAYA,"Blindly trapped in an abusive relationship, Maya has to face the reality she’s trying to repress. When she is exposed to her hidden depths she becomes violent herself.",1.863,/ukZFcBsEnm8m8xm2kQQNB48lyv2.jpg,2024-11-01,MAYA,False,0.0,0
False,/lflMQ5QUDc5y0T6oCt3SinZq2tT.jpg,[99],1373220,en,Napoleon's Greatest Comeback: The Battle of Marengo,"On a hot summer's day, near the town of Marengo, an advancing detachment of French soldiers find themselves facing 30,000 Austrians. Outmanned and outgunned, the French are soon fighting for their lives, and Napoleon faces an overwhelming defeat. But when last minute reinforcements arrive, victory may still be in sight...",1.863,/fPJRs4uFsIcQlyDxOKeKfGKLirv.jpg,2024-10-18,Napoleon's Greatest Comeback: The Battle of Marengo,False,0.0,0
False,/891L9g3HQuccW6GqMDMBxs96880.jpg,[],1354081,en,The Rise and Rise of the UFC,"An in-depth look at the world’s biggest MMA organisation, the UFC. With international stars like Conor McGregor, Leon Edwards, Tom Aspinall and Ilia Topuria, we look at how the company grew from an idea to a $21 billion enterprise.",1.863,/uPNzysf2QoD3TqAU3Pwb9YSMmue.jpg,2024-09-07,The Rise and Rise of the UFC,False,7.0,1
False,/8HJdjJ080Tkzgiehm9KEjCQWU6.jpg,[18],964318,da,Kalak,"Jan, a nurse who is also a father, was sexually abused by his father as a teenager. Working in Nuuk, Greenland, he tries to connect to the culture with sex. When someone calls him a Kalak, a Greenlandic word with a double meaning of both a ""true"" and ""dirty"" Greenlander, he wears the epithet as a badge of honor. Ultimately, he has to confront his father.",1.862,/sFMrCjniwAG3FMB7Etp4Nhxlplb.jpg,2024-03-07,Kalak,False,6.0,5
False,/p1gQOOx2N8UfGGbgXQhHEjaeZFu.jpg,"[35, 18]",253106,en,Four Letter Words,"A study of the post-adolescent male psyche, Four Letter Words gives an often humorous but raw unadulterated look at the views, attitudes, and language of young men in suburban America. The film focuses on a dwindling summer night's party, at which the characters gather for the first time since high school graduation. As the night's activities take their toll, the immaturity level rises, the profanity flies and of course the drunken brawl breaks out. It will be a night to remember although some would wish to forget.",1.862,/pgEtyBvmfcfvPPxjJngGLXrsQlx.jpg,2000-08-01,Four Letter Words,False,4.7,6
False,/d3ZC9r5w3CaeA4yVko3b50Af2yV.jpg,"[99, 80]",1372002,en,I Cut Off His Penis: The Truth Behind The Headlines,"A shocking act, its baffling legacy - the gripping true crime doc. When Mrs Bobbit cut off her husband's penis in 1993, similar cases followed. Why?",1.861,/kDvvCnH3yK8KUpUN9EQOQgO7aU4.jpg,2024-10-15,I Cut Off His Penis: The Truth Behind The Headlines,False,0.0,0
False,,[99],1109181,es,El legado,"After more than a decade living abroad, the director returns to Argentina to mourn the passing of his father, renowned artist Jorge Demirjian. As he dismantles his father's studio of over 2,000 artworks, old family wounds are triggered.",1.861,/t4eLQTojm3gTbVWtjue7gyiiDra.jpg,2023-06-01,The Legacy,False,6.0,1
False,,"[16, 18]",1380601,en,Catfish,"As Elise moves into a new apartment with her parents, her pet cat Roger turns into a goldfish. Distraught, she goes back to her childhood home to turn him back.",1.86,/4HoMffPaJ7tfpnEQoHCeW0e5ii9.jpg,2024-10-30,Catfish,False,7.0,1
False,/4xTXRKdx8LlRItKtCkh0GbLdtmX.jpg,"[35, 18]",1365263,es,CORTE & ACCIÓN,"A group of film students take on a challenge to film a short film in 48 hours. Fiorella, the assistant director, tries to carry out the shoot despite working with David, a chaotic director and ex-boyfriend, and a useless crew.",1.859,/zH1LqcRW1W1fbgpOZxFmmamgmbE.jpg,2024-10-18,CORTE & ACCIÓN,False,0.0,0
False,,[18],1179131,fr,Phénix,"At the dawn of his first deployment to Afghanistan, a charismatic and endearing soldier decides to coach the Phoenix, his 13-year-old son's soccer team. In the hope of reconciling his difficult relationship with him, he promises to make this team of underdogs a team of champions.",1.859,,2024-09-13,Phénix,False,0.0,0
False,/zJyhp6oZqbO5oByq2dW2eeOHbq3.jpg,[99],1352864,de,Aiming High - A Race Against the Limits,"It was a dream of superlatives: to establish a new alpine skiing downhill classic at the foot of the Matterhorn. Sponsors, athletes and fans were on hand, but the weather didn't cooperate. A reflection on the relationship between sports, tourism and climate change.",1.858,/xUH4T26blLQyYrJsb16Er5DyYVR.jpg,2024-10-04,Aiming High - A Race Against the Limits,False,0.0,0
False,/vRZE8AKNQpel048U63hqa4SViVY.jpg,[99],1316852,ko,눈 내리는 기차,"Inside the train from Wengen to Lauterbrunnen, the snow-covered landscape and the darkness of the tunnel, three windows offer serene yet ever-changing impressions.",1.858,/vy4tnx3CsOdoq9CrX83cJ5xmFYD.jpg,2024-10-19,Snowy Train,False,0.0,0
False,/4oDC9DTVFLmu20uEgIlbfh5Jcam.jpg,[18],1384802,en,"Love Me, Fight Me","Following a one night stand, Alex and Bryce find themselves interrupted by Alex's boyfriend Charlie.",1.857,/pkbAmV2dzeGd63XnYnLeV4Rh9o7.jpg,2024-11-01,"Love Me, Fight Me",False,0.0,0
False,/jNlniC0ajNRmTEnHCugGiYjuoL5.jpg,[18],846586,vi,Trong lòng đất,"In the depths of the underground coal mines, where danger awaits and darkness prevails, Nam and Viêt, both young miners, cherish fleeting moments, knowing that one of them will soon leave for a new life across the sea.",1.857,/axtvB6qoORMZQ2qPZdaFcBOM8g3.jpg,2024-09-25,Việt and Nam,False,6.9,6
False,,"[18, 10751]",1383481,ne,पूर्णबहादुर को सारंगी,"In the heart of a remote village, Purna Bahadur Ko Sarangi weaves a poignant drama about the unbreakable bond between a struggling father and his son. Purna Bahadur, a humble and impoverished musician, clings to the hope of a better life through his beloved sarangi, an instrument that carries the echoes of his dreams and sacrifices. As the family faces relentless hardship, the son, who yearns for a brighter future, becomes increasingly distant, torn between his aspirations and the harsh reality of their life.",1.856,/pKWv0d6crSgjMNiDFzn5Jxq0kF.jpg,2024-10-31,Sarangi : A Journey of Purna Bahadur,False,0.0,0
False,/hbWOTnodiUyEXTwYKmBVvNAMhcD.jpg,[10752],1369938,en,Morning Hate,"On the Western Front in the web of trenches, stretcher-bearers must choose between their humanity and their job.",1.856,,2024-10-10,Morning Hate,False,0.0,0
False,/3BAXdaK4IsjajBtiHcLYwpJDQUR.jpg,"[80, 18, 53]",1241787,en,Reputation,A drug dealer begins to question his life choices when his violent partner-in-crime is released from prison.,1.856,/wSPhxbhftripWhnDFaZJ2Y9PvS8.jpg,2024-09-29,Reputation,False,0.0,0
False,,"[28, 53]",1210457,te,Untitled Vishnuvardhan film,"In the dark underbelly of the city, Bloodshed Bhai, a feared and ruthless gangster, rises to power, leaving a trail of violence and chaos in his wake. As law enforcement agencies close in on him, Bloodshed Bhai must navigate obstacles.",1.856,,2024-12-25,Untitled Vishnuvardhan film,False,0.0,0
False,/anCOZDhXxnxcVvd6QIs2icECoc0.jpg,"[35, 18]",1081196,en,Four Mothers,"Edward is a queer, up-and-coming novelist forced to balance press commitments with caring for his aging mother. Pressure to go on a US book tour is mounting. But when his three closest friends, desperate to feel young and carefree again, go off on an impromptu Pride holiday, they leave their aging mothers in Edward’s care.",1.855,/2z6bGivAzo9adaOA9lq02XcisEp.jpg,2024-10-13,Four Mothers,False,10.0,2
False,/6RHCMLag18Ek65Fc6TwUjGS4MGI.jpg,"[28, 18]",78955,ta,ரமணா,Ramana decides to abolish corruption once for all with the help of his students who are now working in various government offices.,1.855,/qcMxg4Tdj1ojbq0lAqJVKyq621L.jpg,2002-11-04,Ramanaa,False,7.5,10
False,/6U8PoLuMhqzdyYXKMwewJOQG5Bu.jpg,"[35, 99, 10770]",1382104,fr,Le Gro Secret,"As CANAL+ is celebrating its 40th anniversary, Doully reveals their darkest secret: they stole everything from Groland!",1.854,/xX3YoXeS8BlpGY9Jp8GODiaylWy.jpg,2024-11-04,Le Gro Secret,False,0.0,0
False,,[99],1375452,uk,Чи справді місяць зроблений із сиру,"A young astrophysicist in a war-torn country watches the stars and black holes, holding a dialogue with her unborn daughter about the nature of light and darkness.",1.854,,2024-10-31,Stargazing,False,0.0,0
False,/4hvQGpMEEhU2pS62fhMuE0wcsiZ.jpg,[99],1374318,en,Absolutely Fabulous: Inside Out,"A star-studded retrospective reunites the lead cast for the first time since 2016 to rampage down memory lane revealing how the show was made, pay tribute to much-missed castmember June Whitfield, and celebrate its ground-breaking influence on female comedy.",1.854,/frVfP9xVldorZ44GGh39uuYveqx.jpg,2024-10-17,Absolutely Fabulous: Inside Out,False,0.0,0
False,,"[16, 10402]",1388486,en,Blood Sweat & Tears,"Wounded and near death, Ambessa has a vision of what awaits her as the Wolf's Chosen.",1.852,/jv0p0BRnnD3BSV8n5lGxUKRt0ts.jpg,2024-10-26,Blood Sweat & Tears,False,0.0,0
False,,"[35, 28, 80]",1383164,en,Start Up,"Brothers, Pete and Norm Stuckey, will do anything to make sure their brand-new make-up startup is successful. Pass out flyers, hit-up social media influencers...and even borrow money from their town's local loan shark. With the clock ticking to pay him back, and their product missing days before their company launch, they'll have to turn to a late-night, infomercial 'fixer' to save their business...and their lives.",1.852,,2024-10-26,Start Up,False,0.0,0
False,,[18],1375237,en,Left Unsaid,Two brothers embark on a journey with the hope of finding a way of communicating with each other.,1.852,/mrpQg6aiWMsSD7ml4FmQ1snCOkW.jpg,2024-12-04,Left Unsaid,False,0.0,0
False,,[],1364266,ru,Chistilishche,"Mariya gets lost in the forest and under mysterious circumstances ends up in a purgatory haunted by demon, evil doppelganger and ghosts of her own misdeeds.",1.852,/h0W5CbbcGeKTHhmedjQ3agD4ysQ.jpg,2024-09-30,Purgatory,False,0.0,0
False,,"[27, 14]",1259112,en,"The Greed, The Grudge & The Ghost",A guy who rent's cheap house in village of India and it turns out to be haunted and then some crazy and wired stuff happens.,1.852,/fnS7iwCHPcELs8zzuKR6Okry0Zs.jpg,2024-12-07,"The Greed,The Grudge & The Ghost",False,0.0,0
False,,[],1376392,es,Nosotras,,1.851,/v5OWmlTisTDZvbBS8cgroXh6qYN.jpg,2024-11-05,Nosotras,False,0.0,0
False,,[99],1365271,en,No One Died: The Wing Bowl Story,Chronicles the origins of the Wing Bowl and its evolution into a stunt.,1.851,/kWDWMajRf56nx2y8nljLpXE8Eyl.jpg,2024-10-17,No One Died: The Wing Bowl Story,False,0.0,0
False,/hwQ4AmsVa7iugu3J8B4Ikc74N68.jpg,"[16, 35, 12, 10751]",1373810,en,SpongeBob & Sandy’s Country Christmas,"When one of Sandy’s experiments goes awry, the Cheeks family team up to save Christmas in Bikini Bottom. The special features Craig Robinson as Pa Cheeks, Johnny Knoxville as Randy Cheeks, and Grey Delisle as Ma Cheeks, Granny Cheeks, Rosie and Rowdy reprising their roles as Sandy Cheek’s family from the recently released movie Saving Bikini Bottom: The Sandy Cheeks Movie.",1.85,/iGtXphiVIHXymfaz6oQSY5TfjPP.jpg,2024-10-15,SpongeBob & Sandy’s Country Christmas,False,0.0,0
False,,[],1388556,en,Collateral Attraction,"When Reed Hayes, a hitman on his last job, falls for his target, he has to decide between his love life and his own life. Only to be betrayed by his ruthless mob boss and an unlikely threat.",1.849,/jtjAWfSjF2SSjW93z9i84a3s7nh.jpg,2024-11-03,Collateral Attraction,False,10.0,1
False,/d2fWZVS0mrBe4NJGQ6ZvadCwr8z.jpg,"[27, 18, 53]",1208033,es,La Hija,,1.849,/ra655kqAOWGo35s0F9tXDJh0BMA.jpg,2024-12-20,La Hija,False,0.0,0
False,/mlyIozZ1Tthp6tHRMB3x0esOwLa.jpg,[99],1339755,es,David (Por Ahora),"A group of children in the Mayan town of San José Oriente spend their days riding motorcycles and playing soccer, but one of them has other plans. Shot during the Creator's Lab 2023 in Yucatán, México, under the consultancy of Apichatpong Weerasethakul.",1.848,/iKMLkbpCAATDZXllNo7v6HuHOxa.jpg,2024-10-18,David (For Now),False,0.0,0
False,/gtppkBQ0OD5kMHQIKAO0YwgA6VT.jpg,[],1134294,en,The Lies We Tell Ourselves,"An eccentric director on the rise travels to Cannes, Berlin, New Caledonia, Australia and England to create her latest art house film and jumps many entertaining hurdles before realizing her vision.",1.848,/mrkHsBIsOaF0NKqOqyCQXMRJRje.jpg,2024-02-01,The Lies We Tell Ourselves,False,0.0,0
